state,Denominator,prevalence_per_1000,lower_ci,upper_ci,Prevalence Range,Show Lower and Upper CI,year,data_set
Alaska,122904.0,2.0,,,<10,No,2002,Special Education Child Count
Alaska,122575.0,2.3,,,<10,No,2003,Special Education Child Count
Alaska,121340.0,2.8,,,<10,No,2004,Special Education Child Count
Alaska,121440.0,3.0,,,<10,No,2005,Special Education Child Count
Alaska,120981.0,3.5,,,<10,No,2006,Special Education Child Count
Alaska,119725.0,3.9,,,<10,No,2007,Special Education Child Count
Alaska,119013.0,4.5,,,<10,No,2008,Special Education Child Count
Alaska,119382.0,5.0,,,<10,No,2009,Special Education Child Count
Alaska,118994.0,5.6,,,<10,No,2010,Special Education Child Count
Alaska,117959.0,6.3,,,<10,No,2011,Special Education Child Count
Alaska,117789.0,7.1,,,<10,No,2012,Special Education Child Count
Alaska,117065.0,7.8,,,<10,No,2013,Special Education Child Count
Alaska,117543.0,8.5,,,<10,No,2014,Special Education Child Count
Alaska,118699.0,9.4,,,<10,No,2015,Special Education Child Count
Alaska,119217.0,10.1,,,10 to <20,No,2016,Special Education Child Count
Alaska,119090.0,10.6,,,10 to <20,No,2017,Special Education Child Count
Alaska,117443.0,11.3,,,10 to <20,No,2018,Special Education Child Count
Alaska,117985.0,11.9,,,10 to <20,No,2019,Special Education Child Count
Alaska,116990.0,12.7,,,10 to <20,No,2020,Special Education Child Count
Alaska,117240.0,13.4,,,10 to <20,No,2021,Special Education Child Count
Alaska,117973.0,14.2,,,10 to <20,No,2022,Special Education Child Count
Arizona,45322.0,6.5,,,<10,No,2000,ADDM Network*
Arizona,45113.0,6.2,,,<10,No,2002,ADDM Network*
Arizona,13620.0,9.8,,,<10,No,2004,ADDM Network*
Arizona,41650.0,12.1,,,10 to <20,No,2006,ADDM Network*
Arizona,32601.0,15.6,,,10 to <20,No,2008,ADDM Network*
Arizona,33768.0,15.7,,,10 to <20,No,2010,ADDM Network*
Arizona,32615.0,15.1,,,10 to <20,No,2012,ADDM Network*
Arizona,24952.0,14.0,,,10 to <20,No,2014,ADDM Network*
Arizona,17656.0,16.0,,,10 to <20,No,2016,ADDM Network*
Arizona,13313.0,24.9,,,20 to <30,No,2018,ADDM Network*
Arizona,13118.0,27.4,,,20 to <30,No,2020,ADDM Network*
Arizona,6709.0,31.3,,,30+,No,2022,ADDM Network*
Arizona,274759.0,3.3,,,<10,No,2000,Medicaid
Arizona,312970.0,3.7,,,<10,No,2001,Medicaid
Arizona,373705.0,3.9,,,<10,No,2002,Medicaid
Arizona,432277.0,4.0,,,<10,No,2003,Medicaid
Arizona,458585.0,4.3,,,<10,No,2004,Medicaid
Arizona,475755.0,4.9,,,<10,No,2005,Medicaid
Arizona,472700.0,7.8,,,<10,No,2006,Medicaid
Arizona,479757.0,8.6,,,<10,No,2007,Medicaid
Arizona,510208.0,9.0,,,<10,No,2008,Medicaid
Arizona,576963.0,9.5,,,<10,No,2009,Medicaid
Arizona,526254.0,11.3,,,10 to <20,No,2010,Medicaid
Arizona,580628.0,11.9,,,10 to <20,No,2011,Medicaid
Arizona,616380.0,12.5,,,10 to <20,No,2012,Medicaid
Arizona,613027.0,13.9,,,10 to <20,No,2013,Medicaid
Arizona,721405.0,15.4,,,10 to <20,No,2016,Medicaid
Arizona,722361.0,17.0,,,10 to <20,No,2017,Medicaid
Arizona,709026.0,19.2,,,10 to <20,No,2018,Medicaid
Arizona,702750.0,21.0,,,20 to <30,No,2019,Medicaid
Arizona,695871.0,22.0,,,20 to <30,No,2020,Medicaid
Arizona,738541.0,22.2,,,20 to <30,No,2021,Medicaid
Arizona,772617.0,24.4,,,20 to <30,No,2022,Medicaid
Arizona,1573.0,19.3,,,10 to <20,No,2011,National Survey of Children's Health†
Arizona,2912.0,31.5,,,30+,No,2020,National Survey of Children's Health†
Arizona,1416.0,43.2,,,30+,No,2022,National Survey of Children's Health†
Arizona,804559.0,1.3,,,<10,No,2000,Special Education Child Count
Arizona,835126.0,1.5,,,<10,No,2001,Special Education Child Count
Arizona,853801.0,1.9,,,<10,No,2002,Special Education Child Count
Arizona,920714.0,2.2,,,<10,No,2003,Special Education Child Count
Arizona,948234.0,2.6,,,<10,No,2004,Special Education Child Count
Arizona,1000752.0,3.1,,,<10,No,2005,Special Education Child Count
Arizona,967743.0,3.9,,,<10,No,2006,Special Education Child Count
Arizona,984666.0,4.4,,,<10,No,2007,Special Education Child Count
Arizona,983587.0,5.1,,,<10,No,2008,Special Education Child Count
Arizona,984294.0,6.0,,,<10,No,2009,Special Education Child Count
Arizona,980187.0,6.8,,,<10,No,2010,Special Education Child Count
Arizona,986805.0,7.6,,,<10,No,2011,Special Education Child Count
Arizona,993616.0,8.2,,,<10,No,2012,Special Education Child Count
Arizona,1007136.0,8.8,,,<10,No,2013,Special Education Child Count
Arizona,1019375.0,9.3,,,<10,No,2014,Special Education Child Count
Arizona,1019034.0,9.8,,,<10,No,2015,Special Education Child Count
Arizona,1033143.0,10.4,,,10 to <20,No,2016,Special Education Child Count
Arizona,1016873.0,11.4,,,10 to <20,No,2017,Special Education Child Count
Arizona,1039606.0,12.2,,,10 to <20,No,2018,Special Education Child Count
Arizona,1048882.0,12.9,,,10 to <20,No,2019,Special Education Child Count
Arizona,1024499.0,14.1,,,10 to <20,No,2020,Special Education Child Count
Arizona,1036815.0,14.7,,,10 to <20,No,2021,Special Education Child Count
Arizona,1036574.0,16.0,,,10 to <20,No,2022,Special Education Child Count
Arkansas,36472.0,6.9,,,<10,No,2002,ADDM Network*
Arkansas,4940.0,10.5,,,10 to <20,No,2008,ADDM Network*
Arkansas,38956.0,15.5,,,10 to <20,No,2010,ADDM Network*
Arkansas,14153.0,8.8,,,<10,No,2012,ADDM Network*
Arkansas,39992.0,13.1,,,10 to <20,No,2014,ADDM Network*
Arkansas,40225.0,15.1,,,10 to <20,No,2016,ADDM Network*
Arkansas,15435.0,22.9,,,20 to <30,No,2018,ADDM Network*
Arkansas,15432.0,23.5,,,20 to <30,No,2020,ADDM Network*
Arkansas,15319.0,29.8,,,20 to <30,No,2022,ADDM Network*
Arkansas,185692.0,5.3,,,<10,No,2000,Medicaid
Arkansas,218750.0,5.1,,,<10,No,2001,Medicaid
Arkansas,249902.0,5.0,,,<10,No,2002,Medicaid
Arkansas,271969.0,4.7,,,<10,No,2003,Medicaid
Arkansas,292778.0,4.5,,,<10,No,2004,Medicaid
Arkansas,317561.0,4.5,,,<10,No,2005,Medicaid
Arkansas,332135.0,4.9,,,<10,No,2006,Medicaid
Arkansas,330340.0,5.4,,,<10,No,2007,Medicaid
Arkansas,328146.0,6.0,,,<10,No,2008,Medicaid
Arkansas,332878.0,6.4,,,<10,No,2009,Medicaid
Arkansas,345509.0,6.5,,,<10,No,2010,Medicaid
Arkansas,350947.0,7.0,,,<10,No,2011,Medicaid
Arkansas,355606.0,7.4,,,<10,No,2012,Medicaid
Arkansas,360224.0,7.7,,,<10,No,2013,Medicaid
Arkansas,383755.0,1.9,,,<10,No,2016,Medicaid
Arkansas,373010.0,8.6,,,<10,No,2017,Medicaid
Arkansas,373390.0,10.4,,,10 to <20,No,2018,Medicaid
Arkansas,370648.0,11.6,,,10 to <20,No,2019,Medicaid
Arkansas,364789.0,12.1,,,10 to <20,No,2020,Medicaid
Arkansas,380979.0,13.8,,,10 to <20,No,2021,Medicaid
Arkansas,395357.0,15.3,,,10 to <20,No,2022,Medicaid
Arkansas,1613.0,22.7,,,20 to <30,No,2011,National Survey of Children's Health†
Arkansas,2875.0,23.6,,,20 to <30,No,2020,National Survey of Children's Health†
Arkansas,1439.0,34.1,,,30+,No,2022,National Survey of Children's Health†
Arkansas,412602.0,1.6,,,<10,No,2000,Special Education Child Count
Arkansas,411655.0,1.8,,,<10,No,2001,Special Education Child Count
Arkansas,412287.0,2.2,,,<10,No,2002,Special Education Child Count
Arkansas,414546.0,2.4,,,<10,No,2003,Special Education Child Count
Arkansas,417497.0,2.8,,,<10,No,2004,Special Education Child Count
Arkansas,425018.0,3.1,,,<10,No,2005,Special Education Child Count
Arkansas,426896.0,3.6,,,<10,No,2006,Special Education Child Count
Arkansas,427439.0,4.1,,,<10,No,2007,Special Education Child Count
Arkansas,427149.0,4.7,,,<10,No,2008,Special Education Child Count
Arkansas,428469.0,5.2,,,<10,No,2009,Special Education Child Count
Arkansas,429836.0,5.8,,,<10,No,2010,Special Education Child Count
Arkansas,430885.0,6.6,,,<10,No,2011,Special Education Child Count
Arkansas,431069.0,7.2,,,<10,No,2012,Special Education Child Count
Arkansas,434806.0,7.8,,,<10,No,2013,Special Education Child Count
Arkansas,437275.0,8.3,,,<10,No,2014,Special Education Child Count
Arkansas,438292.0,8.9,,,<10,No,2015,Special Education Child Count
Arkansas,440130.0,9.5,,,<10,No,2016,Special Education Child Count
Arkansas,442030.0,10.2,,,10 to <20,No,2017,Special Education Child Count
Arkansas,441545.0,10.8,,,10 to <20,No,2018,Special Education Child Count
Arkansas,442386.0,11.7,,,10 to <20,No,2019,Special Education Child Count
Arkansas,437877.0,12.5,,,10 to <20,No,2020,Special Education Child Count
Arkansas,436989.0,13.5,,,10 to <20,No,2021,Special Education Child Count
Arkansas,440709.0,14.6,,,10 to <20,No,2022,Special Education Child Count
California,15076.0,38.9,,,30+,No,2018,ADDM Network*
California,15828.0,44.9,,,30+,No,2020,ADDM Network*
California,15212.0,53.1,,,30+,No,2022,ADDM Network*
California,2406609.0,1.0,,,<10,No,2000,Medicaid
California,2471781.0,1.2,,,<10,No,2001,Medicaid
California,2695067.0,1.4,,,<10,No,2002,Medicaid
California,2831003.0,1.6,,,<10,No,2003,Medicaid
California,2870079.0,1.9,,,<10,No,2004,Medicaid
California,2832737.0,2.5,,,<10,No,2005,Medicaid
California,2799720.0,3.0,,,<10,No,2006,Medicaid
California,2767175.0,3.6,,,<10,No,2007,Medicaid
California,2816838.0,4.3,,,<10,No,2008,Medicaid
California,2960114.0,4.4,,,<10,No,2009,Medicaid
California,3086090.0,4.7,,,<10,No,2010,Medicaid
California,3279839.0,4.9,,,<10,No,2011,Medicaid
California,3358697.0,6.8,,,<10,No,2012,Medicaid
California,4014996.0,6.8,,,<10,No,2013,Medicaid
California,4490115.0,7.6,,,<10,No,2016,Medicaid
California,4393862.0,9.7,,,<10,No,2017,Medicaid
California,4297261.0,13.8,,,10 to <20,No,2018,Medicaid
California,4194913.0,15.7,,,10 to <20,No,2019,Medicaid
California,4054840.0,14.2,,,10 to <20,No,2020,Medicaid
California,4178853.0,15.5,,,10 to <20,No,2021,Medicaid
California,4284136.0,17.5,,,10 to <20,No,2022,Medicaid
California,1595.0,19.6,,,10 to <20,No,2011,National Survey of Children's Health†
California,2886.0,32.1,,,30+,No,2020,National Survey of Children's Health†
California,4860.0,29.8,,,20 to <30,No,2022,National Survey of Children's Health†
California,5512592.0,1.8,,,<10,No,2000,Special Education Child Count
California,5617138.0,2.2,,,<10,No,2001,Special Education Child Count
California,5724081.0,2.7,,,<10,No,2002,Special Education Child Count
California,5784387.0,3.1,,,<10,No,2003,Special Education Child Count
California,5812940.0,3.7,,,<10,No,2004,Special Education Child Count
California,5801532.0,4.4,,,<10,No,2005,Special Education Child Count
California,5824922.0,5.1,,,<10,No,2006,Special Education Child Count
California,5813550.0,5.9,,,<10,No,2007,Special Education Child Count
California,5783968.0,6.8,,,<10,No,2008,Special Education Child Count
California,5714230.0,7.8,,,<10,No,2009,Special Education Child Count
California,5743498.0,8.6,,,<10,No,2010,Special Education Child Count
California,5719777.0,9.5,,,<10,No,2011,Special Education Child Count
California,5728978.0,10.3,,,10 to <20,No,2012,Special Education Child Count
California,5723381.0,11.1,,,10 to <20,No,2013,Special Education Child Count
California,5717500.0,12.0,,,10 to <20,No,2014,Special Education Child Count
California,5689280.0,12.9,,,10 to <20,No,2015,Special Education Child Count
California,5685428.0,13.9,,,10 to <20,No,2016,Special Education Child Count
California,5679408.0,14.9,,,10 to <20,No,2017,Special Education Child Count
California,5654612.0,15.9,,,10 to <20,No,2018,Special Education Child Count
California,5639958.0,16.2,,,10 to <20,No,2019,Special Education Child Count
California,5540220.0,17.7,,,10 to <20,No,2020,Special Education Child Count
California,5422146.0,20.4,,,20 to <30,No,2021,Special Education Child Count
California,5356136.0,22.9,,,20 to <30,No,2022,Special Education Child Count
Colorado,11020.0,5.9,,,<10,No,2002,ADDM Network*
Colorado,7184.0,7.5,,,<10,No,2006,ADDM Network*
Colorado,7725.0,11.8,,,10 to <20,No,2008,ADDM Network*
Colorado,38806.0,9.9,,,<10,No,2010,ADDM Network*
Colorado,40538.0,10.8,,,10 to <20,No,2012,ADDM Network*
Colorado,41128.0,13.9,,,10 to <20,No,2014,ADDM Network*
Colorado,40874.0,13.1,,,10 to <20,No,2016,ADDM Network*
Colorado,130820.0,1.9,,,<10,No,2000,Medicaid
Colorado,145270.0,1.8,,,<10,No,2001,Medicaid
Colorado,156929.0,2.0,,,<10,No,2002,Medicaid
Colorado,174653.0,2.3,,,<10,No,2003,Medicaid
Colorado,197589.0,2.5,,,<10,No,2004,Medicaid
Colorado,208987.0,2.8,,,<10,No,2005,Medicaid
Colorado,216781.0,3.6,,,<10,No,2006,Medicaid
Colorado,206913.0,4.8,,,<10,No,2007,Medicaid
Colorado,216481.0,5.4,,,<10,No,2008,Medicaid
Colorado,252259.0,5.5,,,<10,No,2009,Medicaid
Colorado,282212.0,5.7,,,<10,No,2010,Medicaid
Colorado,315401.0,5.1,,,<10,No,2011,Medicaid
Colorado,337541.0,4.4,,,<10,No,2012,Medicaid
Colorado,384963.0,5.0,,,<10,No,2013,Medicaid
Colorado,530353.0,8.5,,,<10,No,2016,Medicaid
Colorado,540923.0,9.8,,,<10,No,2017,Medicaid
Colorado,525012.0,12.5,,,10 to <20,No,2018,Medicaid
Colorado,509416.0,15.1,,,10 to <20,No,2019,Medicaid
Colorado,485050.0,16.8,,,10 to <20,No,2020,Medicaid
Colorado,521499.0,18.3,,,10 to <20,No,2021,Medicaid
Colorado,532873.0,21.3,,,20 to <30,No,2022,Medicaid
Colorado,3710.0,23.0,,,20 to <30,No,2020,National Survey of Children's Health†
Colorado,2865.0,28.4,,,20 to <30,No,2022,National Survey of Children's Health†
Colorado,658092.0,0.7,,,<10,No,2000,Special Education Child Count
Colorado,669550.0,0.8,,,<10,No,2001,Special Education Child Count
Colorado,677622.0,1.0,,,<10,No,2002,Special Education Child Count
Colorado,681787.0,1.2,,,<10,No,2003,Special Education Child Count
Colorado,687752.0,1.5,,,<10,No,2004,Special Education Child Count
Colorado,697217.0,1.8,,,<10,No,2005,Special Education Child Count
Colorado,708550.0,2.2,,,<10,No,2006,Special Education Child Count
Colorado,714642.0,2.6,,,<10,No,2007,Special Education Child Count
Colorado,726178.0,3.1,,,<10,No,2008,Special Education Child Count
Colorado,738477.0,3.6,,,<10,No,2009,Special Education Child Count
Colorado,747541.0,4.2,,,<10,No,2010,Special Education Child Count
Colorado,756813.0,4.9,,,<10,No,2011,Special Education Child Count
Colorado,766235.0,5.4,,,<10,No,2012,Special Education Child Count
Colorado,778033.0,5.7,,,<10,No,2013,Special Education Child Count
Colorado,791275.0,6.2,,,<10,No,2014,Special Education Child Count
Colorado,802257.0,6.8,,,<10,No,2015,Special Education Child Count
Colorado,808556.0,7.3,,,<10,No,2016,Special Education Child Count
Colorado,813658.0,7.9,,,<10,No,2017,Special Education Child Count
Colorado,814399.0,8.7,,,<10,No,2018,Special Education Child Count
Colorado,814698.0,9.5,,,<10,No,2019,Special Education Child Count
Colorado,798574.0,10.3,,,10 to <20,No,2020,Special Education Child Count
Colorado,788172.0,11.1,,,10 to <20,No,2021,Special Education Child Count
Colorado,779991.0,12.4,,,10 to <20,No,2022,Special Education Child Count
Connecticut,163068.0,0.5,,,<10,No,2000,Medicaid
Connecticut,170794.0,0.6,,,<10,No,2001,Medicaid
Connecticut,182671.0,0.6,,,<10,No,2002,Medicaid
Connecticut,189680.0,0.5,,,<10,No,2003,Medicaid
Connecticut,195864.0,0.5,,,<10,No,2004,Medicaid
Connecticut,198270.0,0.5,,,<10,No,2005,Medicaid
Connecticut,194389.0,2.4,,,<10,No,2006,Medicaid
Connecticut,192120.0,2.9,,,<10,No,2007,Medicaid
Connecticut,197279.0,3.6,,,<10,No,2008,Medicaid
Connecticut,209322.0,5.5,,,<10,No,2009,Medicaid
Connecticut,222605.0,6.6,,,<10,No,2010,Medicaid
Connecticut,231880.0,7.7,,,<10,No,2011,Medicaid
Connecticut,239389.0,8.9,,,<10,No,2012,Medicaid
Connecticut,245529.0,9.9,,,<10,No,2013,Medicaid
Connecticut,276337.0,13.5,,,10 to <20,No,2016,Medicaid
Connecticut,280822.0,14.4,,,10 to <20,No,2017,Medicaid
Connecticut,284755.0,16.3,,,10 to <20,No,2018,Medicaid
Connecticut,287751.0,18.2,,,10 to <20,No,2019,Medicaid
Connecticut,284244.0,18.9,,,10 to <20,No,2020,Medicaid
Connecticut,299775.0,19.8,,,10 to <20,No,2021,Medicaid
Connecticut,310187.0,22.0,,,20 to <30,No,2022,Medicaid
Connecticut,1604.0,11.9,,,10 to <20,No,2007,National Survey of Children's Health†
Connecticut,1660.0,12.5,,,10 to <20,No,2011,National Survey of Children's Health†
Connecticut,3064.0,35.6,,,30+,No,2020,National Survey of Children's Health†
Connecticut,1421.0,29.4,,,20 to <30,No,2022,National Survey of Children's Health†
Connecticut,510125.0,2.3,,,<10,No,2000,Special Education Child Count
Connecticut,517272.0,2.7,,,<10,No,2001,Special Education Child Count
Connecticut,517649.0,3.2,,,<10,No,2002,Special Education Child Count
Connecticut,523070.0,3.7,,,<10,No,2003,Special Education Child Count
Connecticut,523056.0,4.3,,,<10,No,2004,Special Education Child Count
Connecticut,521079.0,5.1,,,<10,No,2005,Special Education Child Count
Connecticut,520689.0,6.0,,,<10,No,2006,Special Education Child Count
Connecticut,516557.0,6.9,,,<10,No,2007,Special Education Child Count
Connecticut,511562.0,8.1,,,<10,No,2008,Special Education Child Count
Connecticut,508413.0,9.2,,,<10,No,2009,Special Education Child Count
Connecticut,504955.0,10.1,,,10 to <20,No,2010,Special Education Child Count
Connecticut,499575.0,11.2,,,10 to <20,No,2011,Special Education Child Count
Connecticut,495151.0,12.2,,,10 to <20,No,2012,Special Education Child Count
Connecticut,491004.0,13.0,,,10 to <20,No,2013,Special Education Child Count
Connecticut,487037.0,13.9,,,10 to <20,No,2014,Special Education Child Count
Connecticut,482907.0,14.7,,,10 to <20,No,2015,Special Education Child Count
Connecticut,479942.0,15.4,,,10 to <20,No,2016,Special Education Child Count
Connecticut,476476.0,16.2,,,10 to <20,No,2017,Special Education Child Count
Connecticut,472070.0,17.1,,,10 to <20,No,2018,Special Education Child Count
Connecticut,468666.0,18.3,,,10 to <20,No,2019,Special Education Child Count
Connecticut,461765.0,20.3,,,20 to <30,No,2020,Special Education Child Count
Connecticut,456369.0,21.6,,,20 to <30,No,2021,Special Education Child Count
Connecticut,459678.0,23.0,,,20 to <30,No,2022,Special Education Child Count
Delaware,42834.0,3.2,,,<10,No,2000,Medicaid
Delaware,46003.0,2.8,,,<10,No,2001,Medicaid
Delaware,49318.0,4.0,,,<10,No,2002,Medicaid
Delaware,51552.0,3.8,,,<10,No,2003,Medicaid
Delaware,54121.0,3.5,,,<10,No,2004,Medicaid
Delaware,56660.0,3.7,,,<10,No,2005,Medicaid
Delaware,57289.0,4.0,,,<10,No,2006,Medicaid
Delaware,57971.0,4.5,,,<10,No,2007,Medicaid
Delaware,60841.0,4.6,,,<10,No,2008,Medicaid
Delaware,64313.0,4.8,,,<10,No,2009,Medicaid
Delaware,68633.0,5.4,,,<10,No,2010,Medicaid
Delaware,73977.0,8.8,,,<10,No,2011,Medicaid
Delaware,76828.0,10.0,,,10 to <20,No,2012,Medicaid
Delaware,78636.0,10.6,,,10 to <20,No,2013,Medicaid
Delaware,90960.0,15.4,,,10 to <20,No,2016,Medicaid
Delaware,89898.0,17.0,,,10 to <20,No,2017,Medicaid
Delaware,90356.0,18.7,,,10 to <20,No,2018,Medicaid
Delaware,90917.0,20.9,,,20 to <30,No,2019,Medicaid
Delaware,89869.0,21.3,,,20 to <30,No,2020,Medicaid
Delaware,95791.0,23.1,,,20 to <30,No,2021,Medicaid
Delaware,98888.0,25.7,,,20 to <30,No,2022,Medicaid
Delaware,1572.0,23.8,,,20 to <30,No,2011,National Survey of Children's Health†
Delaware,2811.0,39.3,,,30+,No,2020,National Survey of Children's Health†
Delaware,1383.0,36.6,,,30+,No,2022,National Survey of Children's Health†
Delaware,106279.0,2.3,,,<10,No,2000,Special Education Child Count
Delaware,107316.0,2.4,,,<10,No,2001,Special Education Child Count
Delaware,107916.0,2.8,,,<10,No,2002,Special Education Child Count
Delaware,109122.0,3.1,,,<10,No,2003,Special Education Child Count
Delaware,110142.0,3.5,,,<10,No,2004,Special Education Child Count
Delaware,111746.0,3.9,,,<10,No,2005,Special Education Child Count
Delaware,112988.0,4.6,,,<10,No,2006,Special Education Child Count
Delaware,113174.0,5.1,,,<10,No,2007,Special Education Child Count
Delaware,115234.0,5.8,,,<10,No,2008,Special Education Child Count
Delaware,116509.0,6.2,,,<10,No,2009,Special Education Child Count
Delaware,117967.0,6.3,,,<10,No,2010,Special Education Child Count
Delaware,117428.0,7.1,,,<10,No,2011,Special Education Child Count
Delaware,117607.0,7.7,,,<10,No,2012,Special Education Child Count
Delaware,119786.0,8.2,,,<10,No,2013,Special Education Child Count
Delaware,122317.0,9.3,,,<10,No,2014,Special Education Child Count
Delaware,123254.0,10.6,,,10 to <20,No,2015,Special Education Child Count
Delaware,124609.0,11.1,,,10 to <20,No,2016,Special Education Child Count
Delaware,124548.0,13.0,,,10 to <20,No,2017,Special Education Child Count
Delaware,126504.0,14.0,,,10 to <20,No,2018,Special Education Child Count
Delaware,127818.0,15.3,,,10 to <20,No,2019,Special Education Child Count
Delaware,126596.0,16.9,,,10 to <20,No,2020,Special Education Child Count
Delaware,127938.0,19.1,,,10 to <20,No,2021,Special Education Child Count
Delaware,129476.0,21.8,,,20 to <30,No,2022,Special Education Child Count
District of Columbia,58590.0,0.5,,,<10,No,2000,Medicaid
District of Columbia,58799.0,0.5,,,<10,No,2001,Medicaid
District of Columbia,56388.0,0.4,,,<10,No,2002,Medicaid
District of Columbia,61285.0,0.7,,,<10,No,2003,Medicaid
District of Columbia,62570.0,0.9,,,<10,No,2004,Medicaid
District of Columbia,62544.0,0.9,,,<10,No,2005,Medicaid
District of Columbia,61119.0,1.5,,,<10,No,2006,Medicaid
District of Columbia,59545.0,1.6,,,<10,No,2007,Medicaid
District of Columbia,58586.0,2.0,,,<10,No,2008,Medicaid
District of Columbia,58975.0,3.8,,,<10,No,2009,Medicaid
District of Columbia,61320.0,4.5,,,<10,No,2010,Medicaid
District of Columbia,62845.0,5.5,,,<10,No,2011,Medicaid
District of Columbia,63895.0,6.5,,,<10,No,2012,Medicaid
District of Columbia,64611.0,8.4,,,<10,No,2013,Medicaid
District of Columbia,67107.0,10.5,,,10 to <20,No,2016,Medicaid
District of Columbia,73861.0,10.6,,,10 to <20,No,2021,Medicaid
District of Columbia,76921.0,17.5,,,10 to <20,No,2022,Medicaid
District of Columbia,2561.0,21.6,,,20 to <30,No,2020,National Survey of Children's Health†
District of Columbia,1151.0,19.2,,,10 to <20,No,2022,National Survey of Children's Health†
District of Columbia,55111.0,1.8,,,<10,No,2000,Special Education Child Count
District of Columbia,54822.0,2.5,,,<10,No,2001,Special Education Child Count
District of Columbia,60385.0,2.6,,,<10,No,2002,Special Education Child Count
District of Columbia,62534.0,3.0,,,<10,No,2003,Special Education Child Count
District of Columbia,56081.0,5.1,,,<10,No,2008,Special Education Child Count
District of Columbia,55499.0,7.1,,,<10,No,2010,Special Education Child Count
District of Columbia,55520.0,8.0,,,<10,No,2011,Special Education Child Count
District of Columbia,56954.0,9.0,,,<10,No,2012,Special Education Child Count
District of Columbia,58956.0,9.8,,,<10,No,2013,Special Education Child Count
District of Columbia,60718.0,10.2,,,10 to <20,No,2014,Special Education Child Count
District of Columbia,63804.0,10.9,,,10 to <20,No,2015,Special Education Child Count
District of Columbia,65732.0,11.9,,,10 to <20,No,2016,Special Education Child Count
District of Columbia,67123.0,13.0,,,10 to <20,No,2017,Special Education Child Count
District of Columbia,68136.0,14.4,,,10 to <20,No,2018,Special Education Child Count
District of Columbia,69252.0,16.0,,,10 to <20,No,2019,Special Education Child Count
District of Columbia,71623.0,22.3,,,20 to <30,No,2022,Special Education Child Count
Florida,27615.0,4.2,,,<10,No,2006,ADDM Network*
Florida,29366.0,7.2,,,<10,No,2008,ADDM Network*
Florida,801638.0,1.7,,,<10,No,2000,Medicaid
Florida,904760.0,1.7,,,<10,No,2001,Medicaid
Florida,998003.0,1.7,,,<10,No,2002,Medicaid
Florida,1046227.0,2.0,,,<10,No,2003,Medicaid
Florida,1054779.0,2.3,,,<10,No,2004,Medicaid
Florida,1109808.0,2.6,,,<10,No,2005,Medicaid
Florida,1079107.0,3.1,,,<10,No,2006,Medicaid
Florida,1010850.0,3.3,,,<10,No,2007,Medicaid
Florida,1057472.0,4.0,,,<10,No,2008,Medicaid
Florida,1227086.0,4.6,,,<10,No,2009,Medicaid
Florida,1369370.0,5.2,,,<10,No,2010,Medicaid
Florida,1456639.0,5.6,,,<10,No,2011,Medicaid
Florida,1522818.0,6.7,,,<10,No,2012,Medicaid
Florida,1676150.0,7.5,,,<10,No,2013,Medicaid
Florida,1985719.0,12.4,,,10 to <20,No,2016,Medicaid
Florida,2045260.0,10.5,,,10 to <20,No,2017,Medicaid
Florida,2019054.0,9.3,,,<10,No,2018,Medicaid
Florida,1971684.0,17.0,,,10 to <20,No,2019,Medicaid
Florida,2016958.0,17.6,,,10 to <20,No,2020,Medicaid
Florida,2134140.0,20.0,,,20 to <30,No,2021,Medicaid
Florida,2163397.0,23.0,,,20 to <30,No,2022,Medicaid
Florida,1590.0,17.9,,,10 to <20,No,2011,National Survey of Children's Health†
Florida,2889.0,25.2,,,20 to <30,No,2020,National Survey of Children's Health†
Florida,1341.0,50.9,,,30+,No,2022,National Survey of Children's Health†
Florida,2203889.0,1.5,,,<10,No,2000,Special Education Child Count
Florida,2266215.0,1.8,,,<10,No,2001,Special Education Child Count
Florida,2305437.0,2.1,,,<10,No,2002,Special Education Child Count
Florida,2346054.0,2.4,,,<10,No,2003,Special Education Child Count
Florida,2394178.0,2.7,,,<10,No,2004,Special Education Child Count
Florida,2424459.0,3.0,,,<10,No,2005,Special Education Child Count
Florida,2423333.0,3.5,,,<10,No,2006,Special Education Child Count
Florida,2422427.0,4.1,,,<10,No,2007,Special Education Child Count
Florida,2389359.0,4.9,,,<10,No,2008,Special Education Child Count
Florida,2386970.0,5.7,,,<10,No,2009,Special Education Child Count
Florida,2393471.0,6.6,,,<10,No,2010,Special Education Child Count
Florida,2409916.0,7.4,,,<10,No,2011,Special Education Child Count
Florida,2426549.0,8.3,,,<10,No,2012,Special Education Child Count
Florida,2454956.0,9.3,,,<10,No,2013,Special Education Child Count
Florida,2493779.0,10.2,,,10 to <20,No,2014,Special Education Child Count
Florida,2532598.0,11.2,,,10 to <20,No,2015,Special Education Child Count
Florida,2555399.0,12.1,,,10 to <20,No,2016,Special Education Child Count
Florida,2571629.0,13.1,,,10 to <20,No,2017,Special Education Child Count
Florida,2581374.0,14.3,,,10 to <20,No,2018,Special Education Child Count
Florida,2589995.0,15.4,,,10 to <20,No,2019,Special Education Child Count
Florida,2554697.0,16.7,,,10 to <20,No,2020,Special Education Child Count
Florida,2574575.0,18.0,,,10 to <20,No,2021,Special Education Child Count
Florida,2608890.0,19.4,,,10 to <20,No,2022,Special Education Child Count
Georgia,43593.0,6.5,,,<10,No,2000,ADDM Network*
Georgia,44299.0,7.6,,,<10,No,2002,ADDM Network*
